disease	aliquot_uuid	aliquot_bc	cghub_uuid	filename
BRCA	540fe594-0186-40d3-b519-c1ccebe82247	TCGA-C8-A12P-01A-11D-A10Y-09	24e56140-46dc-4412-82b8-120442d08fb8	TCGA-C8-A12P-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	48ccd30d-0c71-4117-8ccb-013986f14e95	TCGA-BH-A0E9-01B-11D-A10Y-09	d6ae9b82-000a-42d0-b8d6-352cb71172b5	TCGA-BH-A0E9-01B-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	fa0d7183-8757-4f95-87b2-2366a1dbd508	TCGA-A2-A0CQ-01A-21W-A050-09	c6f620b7-9775-4922-9f1b-ecf319b16b59	TCGA-A2-A0CQ-01A-21W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	f63863f5-cb60-4961-a5b4-ed5ea1fb3dc8	TCGA-AN-A0XO-01A-11D-A10G-09	fa615049-f5e4-4e27-a9b9-d566266c23dc	TCGA-AN-A0XO-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.bam
BRCA	a85cf239-ff51-46e7-9b88-4c2cb49c66b9	TCGA-A2-A04P-01A-31D-A128-09	e9558238-abeb-45c3-9ca4-15b43d0ed6e2	TCGA-A2-A04P-01A-31D-A128-09_IlluminaGA-DNASeq_whole.bam
BRCA	30329e31-a2b2-4c2e-8291-f775e3c9fa14	TCGA-AR-A0U1-10A-01D-A110-09	32100fae-a62a-41ca-bcf5-a7e6e43d3e7f	TCGA-AR-A0U1-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	d1617673-57c2-40c1-a970-f3692ee13cf3	TCGA-AO-A12F-01A-11D-A10Y-09	73493430-edb2-49d9-8e7f-371299e79c38	TCGA-AO-A12F-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	0395a62f-3f37-4068-bab6-4c1d29cef2d5	TCGA-AR-A1AR-10A-01D-A135-09	034c4a60-1b05-4e22-ada3-b34a7905fab1	TCGA-AR-A1AR-10A-01D-A135-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	a8bb9607-a942-4e01-a4e3-faeeff223d0d	TCGA-D8-A143-10A-01D-A110-09	7e1d845d-73a5-4884-991d-98829d0fe771	TCGA-D8-A143-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	3f199ef5-ce92-487f-bf42-e16e986dc62c	TCGA-B6-A0IQ-10A-01W-A055-09	31c9cee2-89dd-4205-83af-92aa0f621480	TCGA-B6-A0IQ-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	07b5141f-ac79-439b-883b-b0183bbe7ff5	TCGA-BH-A0BW-01A-11D-A10Y-09	e42c822f-44b4-4675-8ee2-484cc3ab00ec	TCGA-BH-A0BW-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome_2.bam
BRCA	ddf38d71-5acf-4b09-9796-d26fa1089daa	TCGA-E2-A14P-10A-01D-A12B-09	3864a376-da8b-43fc-8413-a7f63e423641	TCGA-E2-A14P-10A-01D-A12B-09_IlluminaGA-DNASeq_exome.bam
BRCA	cf7ec093-5040-43db-949c-f426795a7488	TCGA-AO-A0JG-01A-31D-A099-09	b35ab7ca-a063-45c9-a6ad-284c207b5e75	TCGA-AO-A0JG-01A-31D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	97a055bf-af49-4c79-bc12-0b3644f21638	TCGA-AR-A1AS-10A-01D-A12Q-09	dc3fac1c-3b65-4c45-8ba0-1ba2e36a5e36	TCGA-AR-A1AS-10A-01D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	447c5906-5e0a-48f1-acaf-80ea46081efd	TCGA-AN-A0XT-10A-01D-A10G-09	0d537c15-0829-49aa-9938-0a39492f2395	TCGA-AN-A0XT-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.bam
BRCA	ad236498-9d88-4caf-afd9-4d7f068ceaa3	TCGA-B6-A0WS-10A-01D-A110-09	d669ecd4-49bb-4df9-b324-149f5a5cef18	TCGA-B6-A0WS-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	30c9f9e5-90b2-4c73-bce5-eb6a3d31f496	TCGA-A2-A0YD-01A-11D-A10G-09	a3e3b0d8-a0ee-4837-84b1-6225326c0d50	TCGA-A2-A0YD-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	185c5e15-c068-4a72-8d5e-468624bf958a	TCGA-AO-A03P-01A-11W-A019-09	61feb6c3-de2e-4bdc-8181-78f897daa02e	TCGA-AO-A03P-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	cd45e46c-50bf-449e-bb40-29ccffbbd49c	TCGA-AN-A0FF-01A-11W-A050-09	616c8327-b46c-456f-b20d-0748717ba7bb	TCGA-AN-A0FF-01A-11W-A050-09_IlluminaGA-DNASeq_exome.bam
BRCA	27facd2e-781d-4772-bb8c-7a1bc664c53e	TCGA-BH-A0BQ-10A-01D-A110-09	a7e2932d-8d2d-4b7f-b191-167c917d5dd2	TCGA-BH-A0BQ-10A-01D-A110-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	62188c38-1f49-4f09-bd46-f60922cd3e4a	TCGA-A2-A04W-10A-01D-A110-09	07a4cece-c9f7-4e27-8111-0e11dfd1df04	TCGA-A2-A04W-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	f4c41f30-2984-49b6-87a7-e27893a7fc71	TCGA-AR-A1AT-10A-01D-A12Q-09	501a09fa-73bb-4e19-b0a7-40947ec1c8f0	TCGA-AR-A1AT-10A-01D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	12362ad7-6866-4e7a-9ec6-8a0a68df8896	TCGA-A2-A0EN-01A-13D-A099-09	d2fd7980-8711-4524-916f-f8f0b6ed1cfa	TCGA-A2-A0EN-01A-13D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	520abbc0-ff40-4a8e-b002-c36bac79cb72	TCGA-AN-A0FT-10A-01W-A055-09	87f8c748-ef89-4de7-b2d5-d720456c4f36	TCGA-AN-A0FT-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	e0036635-4a4e-485d-8e5d-810964be64a2	TCGA-AN-A04C-10A-01D-A047-09	96dde7e8-844d-43a1-8a59-fb6c911be28e	TCGA-AN-A04C-10A-01D-A047-09_IlluminaGA-DNASeq_exome.bam
BRCA	11ec4a6f-f2dc-4b0b-9ba5-6fea8222e2d7	TCGA-A8-A06T-01A-11W-A019-09	7352cdfc-7d27-4130-9dd9-d654075d8ba3	TCGA-A8-A06T-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	473d6ae4-162a-4136-b44f-fad42529a31a	TCGA-A1-A0SH-01A-11D-A099-09	0fa658dc-4d25-4b4f-8938-17988fc497c3	TCGA-A1-A0SH-01A-11D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	351253e5-486b-44c3-9399-38a7e367a0e0	TCGA-E2-A15K-01A-11D-A12Q-09	4f1b565c-45f6-4d64-829e-76685fc4fbb6	TCGA-E2-A15K-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	1c55939a-ae58-4ed9-8a6e-01bae8ac12f7	TCGA-BH-A0E6-01A-11W-A050-09	8a150ec0-9fce-41a3-8504-81701e44f236	TCGA-BH-A0E6-01A-11W-A050-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	931205be-0a3e-4a3a-a77b-0583f104173f	TCGA-BH-A0BA-11A-22W-A100-09	ddc95e90-da87-421a-bc45-6bbaa5fa3392	TCGA-BH-A0BA-11A-22W-A100-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	5a514786-920b-4f35-932d-c2116fdea598	TCGA-A2-A04V-10A-01W-A055-09	d6de0918-da0f-4a0a-a959-d804cdba53f9	TCGA-A2-A04V-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	3777748c-5614-4826-8cde-eb7ecefb8101	TCGA-BH-A0DI-01A-21D-A12Q-09	27638883-4213-4d9d-90a9-8f1183eb2c8e	TCGA-BH-A0DI-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	49f77aa5-446b-49f6-bd1b-02d3ff7b9dfc	TCGA-A8-A07G-01A-11W-A050-09	39f07dc1-a770-4441-9e81-246930c8fbc7	TCGA-A8-A07G-01A-11W-A050-09_IlluminaGA-DNASeq_exome.bam
BRCA	20662b69-e7e6-4f78-a7fb-2c1562ca4223	TCGA-A2-A04X-10A-01W-A055-09	9c51ad44-1889-43f7-9fa2-c07246b52075	TCGA-A2-A04X-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	6e6511fa-4f6e-4184-84b8-9e9e7a863632	TCGA-A8-A0AD-01A-11W-A071-09	727a1edf-be8a-4ca2-a219-5ef373820baf	TCGA-A8-A0AD-01A-11W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	b19708f5-7d3a-499f-90fd-3918aaff30c0	TCGA-BH-A0AY-11A-23W-A100-09	bc5ba101-af50-48ed-bc34-e9cf2485b89e	TCGA-BH-A0AY-11A-23W-A100-09_IlluminaGA-DNASeq_exome.bam
BRCA	57c92229-f196-429c-8c85-874e2906a3d4	TCGA-B6-A0WX-10A-01D-A10G-09	3534ef9c-dc72-4cd8-b306-7444a4293b17	TCGA-B6-A0WX-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.bam
BRCA	e6409415-8453-489d-a731-49257cade2a3	TCGA-A8-A07U-01A-11W-A050-09	fb70d526-cb55-486b-8324-e9a0f8c53db6	TCGA-A8-A07U-01A-11W-A050-09_IlluminaGA-DNASeq_exome.bam
BRCA	ef348ec7-f3d5-41d6-af09-65f81ebd2b46	TCGA-AO-A12H-10A-01D-A110-09	55a8af3f-c266-4671-83f0-08552329d19a	TCGA-AO-A12H-10A-01D-A110-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	371bff18-75e9-459a-9cf6-417ced089cfc	TCGA-BH-A0B8-11A-41W-A10F-09	2f7e3df4-0dc7-442f-a6a1-381c58f92629	TCGA-BH-A0B8-11A-41W-A10F-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	fe8023d4-5476-4c58-bf70-cbf65cdd4327	TCGA-A2-A0CM-01A-31W-A050-09	39609046-bb06-4f4b-a41f-124c5a9733fe	TCGA-A2-A0CM-01A-31W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	3e03385e-f0fa-4e11-8bed-c6316802e1a9	TCGA-B6-A0RM-01A-11D-A099-09	3c2ddda4-40a9-41be-b2fb-7e540e4766f2	TCGA-B6-A0RM-01A-11D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	1d0c87ef-6840-4051-85d5-7fc2c544578c	TCGA-AN-A049-01A-21W-A019-09	5d819ed0-5aef-497f-a231-f17a79c2fb2c	TCGA-AN-A049-01A-21W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	efbdb449-b885-44bb-9054-9e97d6603cad	TCGA-B6-A0RP-01A-21D-A099-09	bd6c05ee-47fd-44ec-bd9d-b9c2b3b86e72	TCGA-B6-A0RP-01A-21D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	b25af510-abd7-402a-96bf-6532cb18ec71	TCGA-C8-A134-10A-01D-A110-09	836c4882-2d2c-491c-bca8-2ab26b0e5f68	TCGA-C8-A134-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	d16f025a-4187-4632-b833-02a3ffa54210	TCGA-A8-A095-01A-11W-A019-09	71e48752-0e65-4ff0-b65b-fd2a8a3e7d04	TCGA-A8-A095-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	20816396-b37f-4bde-b8cb-418a3a6731f6	TCGA-AO-A0JG-10A-01D-A099-09	cf9a6fc7-a6d7-4ba3-bc61-452c8164b212	TCGA-AO-A0JG-10A-01D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	a9cae7c8-a62b-46ad-a98b-82e6b5fddf00	TCGA-B6-A0I2-01A-11W-A050-09	f3155754-590c-4a48-aad8-51631de2b29b	TCGA-B6-A0I2-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	575d25ea-eae7-423a-9464-d3b2806bf9eb	TCGA-A8-A082-01A-11W-A019-09	e910012b-7e8c-41df-8acd-392c73425c69	TCGA-A8-A082-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	52f7c22f-84cb-4263-93bf-1ae8cf8abbd2	TCGA-AR-A1AK-01A-21D-A12Q-09	86d4ae14-dea2-4d33-be6c-a3a7ad3af1f4	TCGA-AR-A1AK-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	31922dbe-3b4a-4ac1-98fc-db88ae851462	TCGA-AR-A0TU-01A-31D-A10G-09	dbd2a201-3b72-4a5f-9a40-619695ce9479	TCGA-AR-A0TU-01A-31D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.bam
BRCA	35ebf91d-6fec-4d28-9b21-493d0e14f8db	TCGA-A8-A09R-01A-11W-A019-09	b6adc506-fe7f-44bc-8ad7-861e274b2158	TCGA-A8-A09R-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	fd500edc-7b86-44fc-91b1-9d87683a3e79	TCGA-BH-A18R-11A-42D-A12B-09	05551164-96be-465b-a179-e4fc7183965f	TCGA-BH-A18R-11A-42D-A12B-09_IlluminaGA-DNASeq_exome.bam
BRCA	f18c7389-6c8d-485f-a7f7-a450a42e3719	TCGA-AN-A041-01A-11W-A050-09	a7598659-e1c7-4aca-8a79-a3a87eb014cb	TCGA-AN-A041-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	af5f43d9-5ff3-4fd8-9c1c-30a88d2bab8e	TCGA-A8-A08T-01A-21W-A019-09	8f5cd534-e59e-421b-a659-5585d3f25bb9	TCGA-A8-A08T-01A-21W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	1297e0da-fbf8-4566-8f22-17095e4031f4	TCGA-E2-A14Y-10A-01D-A12B-09	f1aeb6b2-5c40-456b-9e5e-47a8682412cf	TCGA-E2-A14Y-10A-01D-A12B-09_IlluminaGA-DNASeq_exome.bam
BRCA	1b08a181-a73b-4506-aaa3-3521f2c57207	TCGA-AN-A0XL-01A-11D-A10M-09	da3e1d87-c194-4b08-bb5b-bcf829d71fe4	TCGA-AN-A0XL-01A-11D-A10M-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	2523cf22-1a16-42be-8560-833ed2031e3c	TCGA-AN-A0FX-01A-11W-A050-09	5baec448-3182-4409-85b1-49d973796eb2	TCGA-AN-A0FX-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	ac697d39-8c85-4acf-8ca9-fe8cb8cc77f8	TCGA-AO-A0J3-10A-01W-A055-09	9f0f5ebd-4c2b-4423-bc26-9f8b68fccc95	TCGA-AO-A0J3-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	2257c942-1274-47e7-86ad-b92ecfafc205	TCGA-AN-A0AS-01A-11W-A019-09	5a02b259-7478-40bc-ba19-1b706e58febe	TCGA-AN-A0AS-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	791db435-e2b8-42b6-a490-2e0783c0c237	TCGA-B6-A0RS-10A-01W-A097-09	1590b109-f409-46e4-9a67-029daac43615	TCGA-B6-A0RS-10A-01W-A097-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	64d42c62-5c2d-49f5-856e-72beef88044d	TCGA-A2-A0ES-01A-11D-A10Y-09	31a56cb9-a6b2-41b6-811f-58060f52198b	TCGA-A2-A0ES-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	b1e53432-5968-4fb9-acf4-f161e65013da	TCGA-A8-A06T-10A-01W-A021-09	083fd3cf-58db-4c38-a386-f170cb275f2b	TCGA-A8-A06T-10A-01W-A021-09_IlluminaGA-DNASeq_exome.bam
BRCA	80968de5-1de3-4be8-8697-1764f28db89f	TCGA-A8-A0A9-10A-01W-A021-09	9635d9e3-6d4a-446e-b792-35b378213634	TCGA-A8-A0A9-10A-01W-A021-09_IlluminaGA-DNASeq_exome.bam
BRCA	1acce21e-7513-402f-b586-423415f7cc2c	TCGA-AN-A0XL-10A-01D-A10M-09	1d44195f-cd03-4203-9fc4-b4b4a177f8e6	TCGA-AN-A0XL-10A-01D-A10M-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	29798513-2bb1-49f8-8cf3-c903d72072c3	TCGA-BH-A0B8-01A-21W-A071-09	06437b2b-97a7-47ce-bbed-8344099d59e2	TCGA-BH-A0B8-01A-21W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	f1681b14-25e1-4bc6-a97d-18928662d45b	TCGA-A8-A08R-10A-01W-A055-09	6ea4182c-976e-4a9a-a619-b0bbd7e6bb5a	TCGA-A8-A08R-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	4fe9e340-5314-4633-befe-c09aad28d7bf	TCGA-BH-A0BW-10A-01D-A110-09	d13dca44-7771-4481-8190-b11e32e224c6	TCGA-BH-A0BW-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	3fa14183-e0c5-4dc2-bb4a-d8dd42f6578b	TCGA-BH-A0W3-01A-11D-A10G-09	655f1fa8-7178-4c20-aebd-09a2fe4407b2	TCGA-BH-A0W3-01A-11D-A10G-09_IlluminaGA-DNASeq_exome_HOLD_QC_PENDING.bam
BRCA	e3e394d4-2593-4bf9-86e4-2e79d8cb8dab	TCGA-E2-A108-01A-13D-A10M-09	2ae25c14-112e-47a5-9919-34cfba09790f	TCGA-E2-A108-01A-13D-A10M-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	ea0de699-16b8-468d-ab85-223eb3880566	TCGA-B6-A0WV-10A-01D-A10G-09	77474a31-3719-4be8-b9f8-b5b1bcb2521c	TCGA-B6-A0WV-10A-01D-A10G-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	8495c66e-dc95-4eae-909b-b51b8bc84889	TCGA-AR-A1AL-01A-21D-A12Q-09	9c9fb39b-17ae-4b01-9379-c8561044d70a	TCGA-AR-A1AL-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	f587a6a2-4476-4aa2-9a3d-eb131df46c0d	TCGA-BH-A0E0-11A-13W-A10F-09	ff8d3854-beb2-4952-83f9-3fb805776e37	TCGA-BH-A0E0-11A-13W-A10F-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	fa018a20-2c26-4d47-831f-75280b6464df	TCGA-A8-A07E-01A-11W-A050-09	19f5d557-126b-4721-ba71-6837624009d8	TCGA-A8-A07E-01A-11W-A050-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	7ccbb62c-9382-43ef-ba5f-3f81d0074e07	TCGA-C8-A12T-10A-01D-A110-09	2c9f7167-8bb6-4fd1-a49b-f9d1c2434885	TCGA-C8-A12T-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	5f9aae0c-1d2f-4bb2-b801-32478f7058a2	TCGA-C8-A12M-10A-01D-A110-09	a3491d26-0506-4c57-b11a-fcbc71f18e2f	TCGA-C8-A12M-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	006ff264-ef7d-4021-a879-77080c0440cf	TCGA-BH-A0HQ-10A-01W-A055-09	a0050f81-0045-421d-a2c8-a5a22f578640	TCGA-BH-A0HQ-10A-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	3c3cfe65-4e86-4c42-85d0-9daaeff2fc26	TCGA-AR-A0TX-10A-01D-A099-09	e3bfe3bb-d92e-4c5a-ab7a-9ed37503201a	TCGA-AR-A0TX-10A-01D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	d29c3a5b-aab5-4d1b-bdaf-eb6fa405bc80	TCGA-A8-A081-01A-11W-A019-09	b13f4871-c964-4225-b080-3bc2bb5b5d80	TCGA-A8-A081-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	1928c46f-5e68-4b04-b9e8-b3f0363684a0	TCGA-BH-A18I-10A-01D-A12B-09	9a462c94-0421-446a-a410-cef622f907ae	TCGA-BH-A18I-10A-01D-A12B-09_IlluminaGA-DNASeq_exome.bam
BRCA	2765bf65-94df-4c9a-91c2-0bb653729c02	TCGA-BH-A0HK-10A-01W-A071-09	427c3cc9-94d8-4a2c-9746-32074a816c9e	TCGA-BH-A0HK-10A-01W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	4525400d-0a2c-4cc7-9c71-9ad6d9faf93f	TCGA-A8-A08I-01A-11W-A019-09	b7a10f50-ec17-4c44-8090-cecb8ce25cb5	TCGA-A8-A08I-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	69110467-4cf5-4b5d-a2dd-b1c91e786959	TCGA-BH-A0H0-01A-11W-A071-09	89d58c17-f2ea-4fd2-ac6a-e758bb9883a0	TCGA-BH-A0H0-01A-11W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	90a26d5e-356b-424c-80bc-4723d24c594f	TCGA-AR-A0TZ-01A-12D-A099-09	3c0f0934-4061-410c-92f8-eca6e26044f3	TCGA-AR-A0TZ-01A-12D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	e4874060-606c-419f-b684-64fe20e237e7	TCGA-BH-A0H3-11A-12D-A12Q-09	634bda57-ab83-49f2-9c6d-e40c738f853e	TCGA-BH-A0H3-11A-12D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	c3722c97-80f5-4eea-bf50-5a214134bbcc	TCGA-D8-A13Z-01A-11D-A10Y-09	007c8848-751f-4f52-b647-98b0a93ce8e3	TCGA-D8-A13Z-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	865ebd77-7b7d-4a27-b945-df5ec8d1f86a	TCGA-AO-A12B-01A-11D-A10M-09	2bb30d95-95a3-4b96-8991-044f7d644b16	TCGA-AO-A12B-01A-11D-A10M-09_IlluminaGA-DNASeq_exome.bam_HOLD_QC_PENDING
BRCA	4e0ddfcb-e847-4132-bdce-aaee2e027b28	TCGA-BH-A18T-01A-11D-A12B-09	0f37d6b1-b6e6-425f-b30b-a7c7e445b039	TCGA-BH-A18T-01A-11D-A12B-09_IlluminaGA-DNASeq_exome.bam
BRCA	d7cfeb04-ce20-4aab-8e5b-8a1483bcaaa5	TCGA-AR-A1AU-01A-11D-A12Q-09	0cf7204e-7fa9-4b65-a630-a7032c627614	TCGA-AR-A1AU-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	7ea31dd0-a2d2-4bc1-a2a8-c9555d4f0c31	TCGA-AR-A0TR-10A-01D-A099-09	3929f37f-a3d9-446f-bac2-0bd5bd72b6a8	TCGA-AR-A0TR-10A-01D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	3903b485-366d-4318-b17d-a0194f032bd8	TCGA-BH-A1F0-01A-11D-A135-09	8134fea2-0042-45fc-8003-9400551b656b	TCGA-BH-A1F0-01A-11D-A135-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	fe96b832-cb86-4499-948a-5124a43d5c95	TCGA-A2-A0CS-01A-11D-A10Y-09	e29b907a-8f6c-482e-bac2-b8fe50247d34	TCGA-A2-A0CS-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	daa07354-8687-4350-9d9c-d95db1a71517	TCGA-B6-A0X0-10A-01D-A110-09	0e2ca6a3-00f1-4ebf-b70c-e3f19267fcd3	TCGA-B6-A0X0-10A-01D-A110-09_IlluminaGA-DNASeq_exome_2.bam
BRCA	1eb22fbe-6108-46c9-b51b-814861c3e104	TCGA-BH-A0BL-01A-11D-A10Y-09	913cca1b-7f95-4c7c-88cc-0c695f59d7ca	TCGA-BH-A0BL-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome.bam
BRCA	c3017ca7-a84a-4cc3-9eb0-0336f130be31	TCGA-A8-A09A-10A-01W-A062-09	49c78b86-fe61-48a1-9948-c20028408451	TCGA-A8-A09A-10A-01W-A062-09_IlluminaGA-DNASeq_exome.bam
BRCA	67c7d350-5c82-49b0-a7eb-6ca829ffcbc9	TCGA-A8-A08X-01A-21W-A019-09	49819e76-b31c-4ccb-a5a0-8788b73a4d87	TCGA-A8-A08X-01A-21W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	f819433a-44db-4022-abdb-d6123cfa30b2	TCGA-A2-A04U-01A-11D-A10Y-09	ac3afea2-5ae5-4c7b-8a19-cd24438c92b0	TCGA-A2-A04U-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	e8905dd3-81d6-424c-8329-33aba5498151	TCGA-AO-A0JM-10A-01W-A071-09	5cb9500c-bec4-4ddc-b202-eb930c9af4fa	TCGA-AO-A0JM-10A-01W-A071-09_HOLD_QC_PENDING_IlluminaGA-DNASeq_exome.bam
BRCA	9b1daf4e-3889-4f90-904d-729200bf84e6	TCGA-A8-A07R-10B-01W-A055-09	dc26943e-42f6-4aba-aaa8-c3cd6252c94e	TCGA-A8-A07R-10B-01W-A055-09_IlluminaGA-DNASeq_exome.bam
BRCA	a8cde596-e3f5-4b20-9e7f-45d079893176	TCGA-A2-A0EY-01A-11W-A050-09	577d98a2-381e-4f5b-9752-994ce0ebb59f	TCGA-A2-A0EY-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1.bam
BRCA	8da61928-e935-4a33-8e46-840e637163d7	TCGA-A8-A08G-01A-11W-A019-09	2d8b53da-4448-465f-9ad2-8e0c6616444d	TCGA-A8-A08G-01A-11W-A019-09_IlluminaGA-DNASeq_exome.bam
BRCA	b95ee272-a889-47da-8366-353b57fb93b8	TCGA-AR-A0TP-10A-01D-A099-09	be241883-8f27-47ad-aa98-663e8cc147a2	TCGA-AR-A0TP-10A-01D-A099-09_IlluminaGA-DNASeq_exome.bam
BRCA	323e0bfd-8f8f-41a8-a94a-8d2d862a15b1	TCGA-C8-A12P-10A-01D-A110-09	159c1ce7-bbae-496b-942d-1b01b6787079	TCGA-C8-A12P-10A-01D-A110-09_IlluminaGA-DNASeq_exome.bam
BRCA	ec57ee0f-949e-4eee-91c2-dd129d657065	TCGA-BH-A0C3-01A-21D-A12Q-09	e99d9d35-7da0-4f86-93fe-d03b3443d3af	TCGA-BH-A0C3-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	9c879ced-92e8-4292-9b24-46005acab0f4	TCGA-AR-A1AN-01A-11D-A12Q-09	3ab32f7d-1886-49b4-8260-b851865a40d2	TCGA-AR-A1AN-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome.bam
BRCA	9732d7d3-7a55-4eba-9a18-76e59ca082a6	TCGA-A8-A091-10A-01W-A021-09	4dbdd9d3-f6cf-463a-bc23-29bea7a8a151	TCGA-A8-A091-10A-01W-A021-09_IlluminaGA-DNASeq_exome.bam
BRCA	cd49ccc5-a776-4307-930c-298ba6cfdf79	TCGA-E2-A10A-01A-21D-A10Y-09	2ff48dc2-01db-4b8d-80b3-12c9895e4f4b	TCGA-E2-A10A-01A-21D-A10Y-09_IlluminaGA-DNASeq_exome.bam
